Baseline 100%T_S,,Baseline 100%T_P,,312_R6G-PdTPP_simple P 6.00 12.00,,312_R6G-PdTPP_simple P 10.00 20.00,,312_R6G-PdTPP_simple P 14.00 28.00,,312_R6G-PdTPP_simple P 18.00 36.00,,312_R6G-PdTPP_simple P 22.00 44.00,,312_R6G-PdTPP_simple P 26.00 52.00,,312_R6G-PdTPP_simple P 30.00 60.00,,312_R6G-PdTPP_simple P 34.00 68.00,,312_R6G-PdTPP_simple P 38.00 76.00,,312_R6G-PdTPP_simple P 42.00 84.00,,312_R6G-PdTPP_simple P 46.00 92.00,,312_R6G-PdTPP_simple P 50.00 100.00,,312_R6G-PdTPP_simple P 54.00 108.00,,312_R6G-PdTPP_simple P 58.00 116.00,,312_R6G-PdTPP_simple P 62.00 124.00,,312_R6G-PdTPP_simple P 66.00 132.00,,312_R6G-PdTPP_simple P 70.00 140.00,,312_R6G-PdTPP_simple P 74.00 148.00,,312_R6G-PdTPP_simple P 78.00 156.00,,312_R6G-PdTPP_simple P 82.00 164.00,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,
557,52.6478157,557,115.6740189,557,73.8859024,557,73.94120789,557,74.04625702,557,74.17378235,557,74.25053406,557,74.31803131,557,74.30012512,557,74.1803894,557,73.88539124,557,73.40566254,557,72.65361786,557,71.64837646,557,70.37615967,557,68.8026886,557,67.06653595,557,65.34659576,557,63.96027756,557,63.61662674,557,65.1930542,557,66.53526306,
556,52.75523758,556,115.6291962,556,73.77629852,556,73.83625031,556,73.89655304,556,73.98769379,556,74.03340149,556,74.05619812,556,73.9960022,556,73.83222961,556,73.48804474,556,72.98429871,556,72.17249298,556,71.11865997,556,69.81837463,556,68.24287415,556,66.49263,556,64.75856781,556,63.41820526,556,63.09434891,556,64.7569046,556,66.18473053,
555,52.87139893,555,115.553688,555,73.74235535,555,73.79029083,555,73.83573151,555,73.89394379,555,73.90570831,555,73.87786102,555,73.77497864,555,73.57301331,555,73.17935944,555,72.58666992,555,71.7827301,555,70.68972778,555,69.33056641,555,67.73813629,555,65.95640564,555,64.23477936,555,62.90873337,555,62.63955688,555,64.36746216,555,65.91370392,
554,52.97530365,554,115.5364075,554,73.70669556,554,73.737854,554,73.75788116,554,73.77688599,554,73.77350616,554,73.73455048,554,73.5749588,554,73.31466675,554,72.8842392,554,72.25226593,554,71.38395691,554,70.26173401,554,68.86985779,554,67.2474823,554,65.45632935,554,63.75214005,554,62.43292236,554,62.20185089,554,63.9589653,554,65.62670135,
553,53.08067322,553,115.4687042,553,73.75975037,553,73.75601959,553,73.77893829,553,73.77474976,553,73.73922729,553,73.63736725,553,73.45489502,553,73.13630676,553,72.67739105,553,72.00259399,553,71.08765411,553,69.93044281,553,68.48708344,553,66.85494232,553,65.04708862,553,63.31393051,553,62.01678467,553,61.82745743,553,63.66249847,553,65.43065643,
552,53.16873169,552,115.4346008,552,73.82959747,552,73.81340027,552,73.79516602,552,73.76537323,552,73.7168045,552,73.57390594,552,73.34732819,552,73.01631165,552,72.46902466,552,71.76874542,552,70.81630707,552,69.60163116,552,68.1608963,552,66.47101593,552,64.64109802,552,62.90492249,552,61.62592316,552,61.46947098,552,63.36711502,552,65.22033691,
551,53.23866653,551,115.4320221,551,73.86204529,551,73.84638977,551,73.8282547,551,73.78372955,551,73.67829895,551,73.52562714,551,73.25431061,551,72.84617615,551,72.32666779,551,71.55487823,551,70.56346893,551,69.31855774,551,67.82232666,551,66.09823608,551,64.26743317,551,62.55713654,551,61.28930283,551,61.1526947,551,63.09538651,551,65.00608063,
550,53.30455399,550,115.4029388,550,73.96164703,550,73.93133545,550,73.90086365,550,73.81925964,550,73.72362518,550,73.49273682,550,73.23005676,550,72.77668762,550,72.18443298,550,71.41205597,550,70.3712616,550,69.09262848,550,67.53764343,550,65.80675507,550,63.95431137,550,62.22008514,550,60.96617126,550,60.84539413,550,62.84247589,550,64.85886383,
549,53.34431076,549,115.407959,549,74.03929138,549,74.00304413,549,73.95095062,549,73.85546875,549,73.71760559,549,73.49303436,549,73.19200897,549,72.72543335,549,72.0628891,549,71.25328827,549,70.18304443,549,68.81847382,549,67.27832031,549,65.50366974,549,63.65354538,549,61.89731979,549,60.65782166,549,60.55747986,549,62.60992432,549,64.70670319,
548,53.38980484,548,115.4250946,548,74.14544678,548,74.1076355,548,74.03294373,548,73.91104889,548,73.73680115,548,73.51317596,548,73.1516037,548,72.63463593,548,71.97398376,548,71.10049438,548,70.00132751,548,68.6301651,548,67.02319336,548,65.25086975,548,63.35335541,548,61.62164688,548,60.37233353,548,60.30804062,548,62.38835526,548,64.56327057,
547,53.40395737,547,115.4537201,547,74.21219635,547,74.1627121,547,74.092659,547,73.95504761,547,73.76663971,547,73.50725555,547,73.12266541,547,72.60055542,547,71.88666534,547,70.97045898,547,69.82379913,547,68.43096924,547,66.80245972,547,64.97323608,547,63.08520508,547,61.33102798,547,60.10108185,547,60.06696701,547,62.18119812,547,64.42634583,
546,53.36210251,546,115.4770737,546,74.33868408,546,74.28390503,546,74.17029572,546,74.04289246,546,73.85952759,546,73.56989288,546,73.12945557,546,72.60449219,546,71.86187744,546,70.91257477,546,69.69303894,546,68.27222443,546,66.61157227,546,64.75007629,546,62.84849548,546,61.0865097,546,59.8703804,546,59.86151886,546,62.02810287,546,64.34381104,
545,53.21143723,545,115.725029,545,74.41999054,545,74.34008026,545,74.23429871,545,74.08715057,545,73.87225342,545,73.57086182,545,73.13200378,545,72.5528183,545,71.77007294,545,70.7820282,545,69.56252289,545,68.09184265,545,66.39828491,545,64.52330017,545,62.58872604,545,60.83089828,545,59.60522842,545,59.61937332,545,61.82189178,545,64.22393036,
544,52.89942169,544,116.0761261,544,74.48223114,544,74.41796875,544,74.31590271,544,74.16365814,544,73.92718506,544,73.59026337,544,73.12220001,544,72.50659943,544,71.71081543,544,70.68146515,544,69.43865967,544,67.91886902,544,66.20119476,544,64.30666351,544,62.34349442,544,60.57598114,544,59.36771774,544,59.3992691,544,61.64982224,544,64.1311264,
543,52.51885605,543,116.4753342,543,74.58181,543,74.5123291,543,74.39833069,543,74.2195282,543,73.95603943,543,73.61522675,543,73.10218811,543,72.47603607,543,71.6439743,543,70.60813904,543,69.30509186,543,67.76688385,543,66.02979279,543,64.08864594,543,62.11599731,543,60.34139252,543,59.14321518,543,59.20336151,543,61.51252365,543,64.01579285,
542,52.20812988,542,116.8234482,542,74.65709686,542,74.60298157,542,74.4630661,542,74.29611969,542,74.01230621,542,73.63702393,542,73.14504242,542,72.47097015,542,71.60913086,542,70.52266693,542,69.18825531,542,67.63227844,542,65.83162689,542,63.89422989,542,61.89578247,542,60.12555313,542,58.9408989,542,59.01601791,542,61.35529327,542,63.9378891,
541,51.88258362,541,117.1832199,541,74.7545929,541,74.67388153,541,74.54345703,541,74.33467865,541,74.04862976,541,73.661026,541,73.12885284,541,72.45981598,541,71.54228973,541,70.44478607,541,69.06376648,541,67.4810257,541,65.66637421,541,63.70859909,541,61.68048859,541,59.89815521,541,58.71687698,541,58.80857086,541,61.18539047,541,63.84637833,
540,51.60068893,540,117.5106201,540,74.79389191,540,74.71832275,540,74.59712982,540,74.37130737,540,74.07649994,540,73.67566681,540,73.14824677,540,72.41351318,540,71.49942017,540,70.35848236,540,68.97183228,540,67.32789612,540,65.5124588,540,63.49357986,540,61.47779083,540,59.68080902,540,58.49647522,540,58.60927582,540,61.03364182,540,63.71601868,
539,51.38336945,539,117.7507858,539,74.86551666,539,74.80178833,539,74.6424942,539,74.42630005,539,74.1170578,539,73.70459747,539,73.12268066,539,72.39097595,539,71.46133423,539,70.28379822,539,68.8657074,539,67.19572449,539,65.32244873,539,63.30150986,539,61.28193283,539,59.46969223,539,58.28834152,539,58.44465637,539,60.88368225,539,63.62553787,
538,51.18333054,538,118.0001221,538,74.92611694,538,74.82238007,538,74.70090485,538,74.43447876,538,74.13547516,538,73.69087982,538,73.09721375,538,72.373703,538,71.40457916,538,70.19831085,538,68.74840546,538,67.04725647,538,65.17240906,538,63.10500336,538,61.04281998,538,59.21325684,538,58.05842209,538,58.23439789,538,60.72290421,538,63.5093689,
537,51.0217247,537,118.1689758,537,74.97226715,537,74.90254974,537,74.74198914,537,74.49887085,537,74.1866684,537,73.7290802,537,73.11167908,537,72.37263489,537,71.36647797,537,70.12853241,537,68.63986206,537,66.92708588,537,65.00565338,537,62.93232346,537,60.84988785,537,59.02186203,537,57.84088516,537,58.06164169,537,60.57367325,537,63.41060257,
536,50.8507309,536,118.3833008,536,74.99845123,536,74.9128952,536,74.74336243,536,74.51615906,536,74.16383362,536,73.71385956,536,73.09516907,536,72.29250336,536,71.27994537,536,70.02521515,536,68.52476501,536,66.77636719,536,64.8078537,536,62.72441101,536,60.64382935,536,58.79567719,536,57.63874054,536,57.82679749,536,60.42189026,536,63.31451035,
535,50.72887421,535,118.5517883,535,75.02735138,535,74.93864441,535,74.76102448,535,74.51232147,535,74.18042755,535,73.72488403,535,73.09937286,535,72.24783325,535,71.24081421,535,69.95600128,535,68.41996002,535,66.64330292,535,64.67393494,535,62.55305862,535,60.44311523,535,58.57039261,535,57.41851807,535,57.64869308,535,60.25582123,535,63.18586349,
534,50.55443573,534,118.746376,534,75.02025604,534,74.93528748,534,74.76863861,534,74.52423096,534,74.16342163,534,73.69942474,534,73.03942108,534,72.20700073,534,71.13625336,534,69.8625946,534,68.29473114,534,66.46889496,534,64.49240875,534,62.33800507,534,60.19758606,534,58.35125351,534,57.19891739,534,57.44134903,534,60.06467819,534,63.07135391,
533,50.42350769,533,118.9060364,533,75.03351593,533,74.94807434,533,74.76167297,533,74.51364136,533,74.15196228,533,73.68361664,533,73.01924133,533,72.17785645,533,71.08784485,533,69.77220154,533,68.18725586,533,66.35453033,533,64.32048798,533,62.13231659,533,59.97994995,533,58.13368607,533,56.96852112,533,57.23342896,533,59.8933754,533,62.9490242,
532,50.28748322,532,119.0488815,532,75.06807709,532,74.96240234,532,74.77372742,532,74.54993439,532,74.1529007,532,73.66492462,532,73.02605438,532,72.13574219,532,71.03395844,532,69.70191956,532,68.06394958,532,66.19386292,532,64.15452576,532,61.95969391,532,59.78861618,532,57.91891098,532,56.75941849,532,57.02175903,532,59.75506973,532,62.82645035,
531,50.18293762,531,119.1929932,531,75.04736328,531,74.92651367,531,74.76273346,531,74.51535034,531,74.14104462,531,73.63529968,531,72.97312927,531,72.07666779,531,70.99055481,531,69.60835266,531,67.9799118,531,66.10401917,531,64.00867462,531,61.77193069,531,59.58612442,531,57.70683289,531,56.55506897,531,56.85210419,531,59.60251236,531,62.73686981,
530,50.054245,530,119.3588715,530,75.02719879,530,74.89884186,530,74.73530579,530,74.46862793,530,74.09243774,530,73.59199524,530,72.91969299,530,72.01912689,530,70.89400482,530,69.52442932,530,67.86332703,530,65.9553833,530,63.84615326,530,61.59394455,530,59.38333893,530,57.46951675,530,56.31414795,530,56.63794708,530,59.40559387,530,62.61483002,
529,49.93864441,529,119.5031967,529,74.98503113,529,74.90228271,529,74.71979523,529,74.44454193,529,74.07580566,529,73.55187988,529,72.88188171,529,71.96788788,529,70.85605621,529,69.44172668,529,67.76694489,529,65.8254776,529,63.70488358,529,61.43660736,529,59.18286896,529,57.2444191,529,56.11095428,529,56.43980026,529,59.23214722,529,62.50211716,
528,49.83413696,528,119.6401596,528,74.96568298,528,74.84220123,528,74.6678009,528,74.43170166,528,74.05548859,528,73.52272034,528,72.82910919,528,71.92014313,528,70.78791046,528,69.36592102,528,67.67360687,528,65.70329285,528,63.56419754,528,61.26965332,528,59.00284195,528,57.09201813,528,55.92518616,528,56.2677803,528,59.09133148,528,62.37413788,
527,49.71600342,527,119.7763824,527,74.91181946,527,74.81429291,527,74.6490097,527,74.39958191,527,73.99677277,527,73.47323608,527,72.79165649,527,71.8973999,527,70.72666931,527,69.30310059,527,67.58333588,527,65.60256195,527,63.4231987,527,61.12015152,527,58.83863449,527,56.89437866,527,55.73465729,527,56.07726669,527,58.93580246,527,62.28494644,
526,49.60853577,526,119.9068069,526,74.89405823,526,74.76818085,526,74.61791229,526,74.32778168,526,73.98774719,526,73.44152832,526,72.75778198,526,71.84283447,526,70.68041229,526,69.25242615,526,67.51582336,526,65.52016449,526,63.33300018,526,60.97410202,526,58.68843079,526,56.74151611,526,55.57664108,526,55.92252731,526,58.80584717,526,62.18544769,
525,49.45436096,525,120.0214767,525,74.82299805,525,74.75289917,525,74.57434082,525,74.31433105,525,73.94954681,525,73.42199707,525,72.74294281,525,71.81293488,525,70.64131927,525,69.21191406,525,67.45149231,525,65.44702148,525,63.22690964,525,60.86498642,525,58.56555176,525,56.59178925,525,55.40795135,525,55.78331375,525,58.69667053,525,62.12343597,
524,49.36912918,524,120.1645813,524,74.77706146,524,74.67777252,524,74.51626587,524,74.26596069,524,73.89962006,524,73.38671112,524,72.69599152,524,71.75865936,524,70.59315491,524,69.12378693,524,67.37535858,524,65.37628174,524,63.13688278,524,60.75641632,524,58.42681503,524,56.45450211,524,55.27796173,524,55.66101074,524,58.59009171,524,62.05213165,
523,49.26971054,523,120.3109131,523,74.72068024,523,74.61515808,523,74.44212341,523,74.20794678,523,73.84709167,523,73.34117889,523,72.62810516,523,71.72962189,523,70.5442276,523,69.097229,523,67.32939148,523,65.31301117,523,63.06203461,523,60.68806458,523,58.32949829,523,56.3447876,523,55.17295456,523,55.54772186,523,58.48183441,523,61.98484802,
522,49.17238998,522,120.4345703,522,74.65641022,522,74.57652283,522,74.40561676,522,74.14897919,522,73.79311371,522,73.27185059,522,72.61680603,522,71.67798615,522,70.52724457,522,69.06581116,522,67.29704285,522,65.25527191,522,63.00581741,522,60.63164902,522,58.26672745,522,56.26568222,522,55.08662033,522,55.4747467,522,58.42903137,522,61.94543839,
521,49.06802368,521,120.553627,521,74.60417938,521,74.51004028,521,74.34223938,521,74.11260986,521,73.76655579,521,73.24352264,521,72.55316162,521,71.65599823,521,70.4736557,521,69.02554321,521,67.27404022,521,65.22923279,521,62.98571777,521,60.56557465,521,58.20922852,521,56.19680405,521,55.00912094,521,55.42570496,521,58.38985443,521,61.9287796,
520,48.94281769,520,120.7021942,520,74.50423431,520,74.42506409,520,74.27018738,520,74.02651215,520,73.68188477,520,73.1823349,520,72.50935364,520,71.59213257,520,70.42133331,520,68.97447968,520,67.22122955,520,65.18338776,520,62.89504623,520,60.51499939,520,58.14883804,520,56.13283539,520,54.97025681,520,55.36510468,520,58.36616135,520,61.89411163,
519,48.84728622,519,120.7964096,519,74.43940735,519,74.36001587,519,74.20998383,519,73.98685455,519,73.62637329,519,73.13576508,519,72.45745087,519,71.56463623,519,70.41913605,519,68.96203613,519,67.18689728,519,65.14392853,519,62.88895035,519,60.49317169,519,58.1203537,519,56.12134171,519,54.95740128,519,55.35386658,519,58.37864685,519,61.93353653,
518,48.71756744,518,120.9387207,518,74.35780334,518,74.26628876,518,74.12446594,518,73.8899765,518,73.54397583,518,73.06440735,518,72.38573456,518,71.50313568,518,70.34910583,518,68.88365173,518,67.11364746,518,65.08737183,518,62.82979965,518,60.43818665,518,58.06039429,518,56.08307648,518,54.91040802,518,55.32363129,518,58.36245346,518,61.92724228,
517,48.61390305,517,121.0530243,517,74.2710495,517,74.21149445,517,74.05513,517,73.82415771,517,73.46650696,517,72.98310852,517,72.32697296,517,71.42970276,517,70.26429749,517,68.82705688,517,67.07489777,517,65.01943207,517,62.77104568,517,60.36605835,517,58.02150345,517,56.01797104,517,54.88516235,517,55.31891632,517,58.37039185,517,61.96960068,
516,48.49178696,516,121.1530228,516,74.23054504,516,74.12327576,516,73.99427032,516,73.75248718,516,73.41337585,516,72.92862701,516,72.27775574,516,71.3528595,516,70.20968628,516,68.7579422,516,66.99908447,516,64.96060944,516,62.71115494,516,60.31116104,516,57.95366669,516,55.97880554,516,54.85697556,516,55.3233223,516,58.39059448,516,61.98742294,
515,48.40357208,515,121.2762451,515,74.14833069,515,74.07571411,515,73.93260956,515,73.68719482,515,73.35993195,515,72.86195374,515,72.20230865,515,71.28588867,515,70.13430786,515,68.67790985,515,66.9213028,515,64.85697937,515,62.60816574,515,60.22058868,515,57.87653351,515,55.89645386,515,54.78457642,515,55.27972412,515,58.38093185,515,61.96704102,
514,48.28059769,514,121.3902969,514,74.10647583,514,74.03459167,514,73.87488556,514,73.64151764,514,73.29953003,514,72.80240631,514,72.14917755,514,71.21247864,514,70.06126404,514,68.57360077,514,66.82891846,514,64.77948761,514,62.4851532,514,60.08502197,514,57.75926208,514,55.81495285,514,54.71414948,514,55.24133301,514,58.35734177,514,61.99154663,
513,48.17970657,513,121.5236435,513,74.03326416,513,73.96568298,513,73.81710815,513,73.5504303,513,73.24953461,513,72.76164246,513,72.05393219,513,71.13541412,513,69.95937347,513,68.49971771,513,66.71900177,513,64.63627625,513,62.37100983,513,59.95744324,513,57.62519073,513,55.6969986,513,54.6176033,513,55.14473343,513,58.30199051,513,61.96387482,
512,48.06495285,512,121.5924988,512,74.0593338,512,73.96376038,512,73.80118561,512,73.57704926,512,73.21021271,512,72.71926117,512,72.01262665,512,71.09773254,512,69.88234711,512,68.41973114,512,66.64418793,512,64.53063202,512,62.23809814,512,59.84942245,512,57.50444412,512,55.57215118,512,54.52368927,512,55.08786392,512,58.29727554,512,61.96760559,
511,47.96312332,511,121.7417145,511,74.0057373,511,73.92271423,511,73.76628113,511,73.50246429,511,73.16020203,511,72.65975189,511,71.94983673,511,71.0062027,511,69.7934494,511,68.29259491,511,66.46421051,511,64.38260651,511,62.06570816,511,59.67455673,511,57.32851028,511,55.39801788,511,54.37268066,511,54.97456741,511,58.17926407,511,61.89397049,
510,47.82962799,510,121.8490143,510,73.99289703,510,73.89208221,510,73.74688721,510,73.49318695,510,73.12857056,510,72.62412262,510,71.90760803,510,70.93946838,510,69.72179413,510,68.18533325,510,66.35760498,510,64.20472717,510,61.90861893,510,59.4796524,510,57.13566971,510,55.22766113,510,54.20841599,510,54.84514236,510,58.09162903,510,61.86088181,
509,47.71424484,509,121.9626923,509,73.97743225,509,73.91888428,509,73.73480988,509,73.49991608,509,73.10688782,509,72.58298492,509,71.85082245,509,70.89678192,509,69.62678528,509,68.07146454,509,66.21141052,509,64.07137299,509,61.7262764,509,59.29899216,509,56.95463562,509,55.02827072,509,54.02656174,509,54.68348312,509,57.96665573,509,61.77054214,
508,47.62247086,508,122.0726624,508,73.96817017,508,73.91468811,508,73.75291443,508,73.48387146,508,73.09992981,508,72.57705688,508,71.81666565,508,70.82344055,508,69.53746796,508,67.96108246,508,66.08673096,508,63.8965416,508,61.52625656,508,59.05988312,508,56.69128799,508,54.80147552,508,53.80908966,508,54.50952148,508,57.84010315,508,61.67864227,
507,47.49440002,507,122.1750412,507,74.01174164,507,73.9022522,507,73.74089813,507,73.48939514,507,73.08927917,507,72.5530014,507,71.79244232,507,70.75982666,507,69.47199249,507,67.86082458,507,65.94784546,507,63.74480057,507,61.32820892,507,58.83185959,507,56.46309662,507,54.54636383,507,53.57170868,507,54.31038284,507,57.66644287,507,61.57701111,
506,47.36024094,506,122.2629166,506,74.04042816,506,73.93475342,506,73.77799988,506,73.48212433,506,73.10206604,506,72.51822662,506,71.7653656,506,70.71900177,506,69.3901062,506,67.7508316,506,65.81256104,506,63.54182816,506,61.11215973,506,58.59194946,506,56.19540787,506,54.27478409,506,53.33106613,506,54.07000351,506,57.46919632,506,61.44992828,
505,47.27569962,505,122.364151,505,74.05471039,505,73.97531128,505,73.76983643,505,73.50287628,505,73.11354065,505,72.51470947,505,71.73919678,505,70.67578125,505,69.30945587,505,67.64376068,505,65.62661743,505,63.3681488,505,60.88572311,505,58.30982971,505,55.86521149,505,53.96487045,505,53.01521301,505,53.82166672,505,57.25931549,505,61.28543091,
504,47.14876175,504,122.4598618,504,74.10951996,504,74.00198364,504,73.83190155,504,73.52305603,504,73.12658691,504,72.55849457,504,71.7129364,504,70.64387512,504,69.27459717,504,67.56124115,504,65.49502563,504,63.1353035,504,60.63698578,504,58.03220749,504,55.58382797,504,53.63910675,504,52.71405411,504,53.5073204,504,57.014328,504,61.10411835,
